category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Endocrine and metabolic disease,mmu04933,AGE-RAGE signaling pathway in diabetic complications,3/8,98/6791,0.030612244897959183,25.9859693877551,8.555941391951935,1.5486802888794098e-4,0.009756685819940282,0.008640005822169339,13653/22329/18787,3
Human Diseases,Cardiovascular disease,mmu05418,Fluid shear stress and atherosclerosis,3/8,133/6791,0.022556390977443608,19.147556390977442,7.258402572045763,3.827485754423151e-4,0.012056580126432926,0.010676670788654053,19252/14281/22329,3
