ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-8964043,Plasma lipoprotein clearance,2/6,34/6949,0.058823529411764705,68.12745098039215,11.53388109453207,3.443192999728615e-4,0.014461410598860183,0.006523944631064744,13909/11806,2
R-MMU-174824,"Plasma lipoprotein assembly, remodeling, and clearance",2/6,63/6949,0.031746031746031744,36.767195767195766,8.383079886062339,0.0011853646671962698,0.024892658011121664,0.011229770531333082,13909/11806,2
R-MMU-211945,Phase I - Functionalization of compounds,2/6,87/6949,0.022988505747126436,26.624521072796934,7.070041678263123,0.002249667487573723,0.031495344826032126,0.014208426237307722,13909/13123,2
R-MMU-8963888,Chylomicron assembly,1/6,10/6949,0.1,115.81666666666668,10.68042262455042,0.00860641784318028,0.04920271062782302,0.02219671156142392,11806,1
R-MMU-8963901,Chylomicron remodeling,1/6,10/6949,0.1,115.81666666666668,10.68042262455042,0.00860641784318028,0.04920271062782302,0.02219671156142392,11806,1
R-MMU-211859,Biological oxidations,2/6,174/6949,0.011494252873563218,13.312260536398467,4.834924744944918,0.008751424894646725,0.04920271062782302,0.02219671156142392,13909/13123,2
R-MMU-9707616,Heme signaling,1/6,12/6949,0.08333333333333333,96.51388888888887,9.734266929522292,0.010320272316080903,0.04920271062782302,0.02219671156142392,11806,1
R-MMU-193807,Synthesis of bile acids and bile salts via 27-hydroxycholesterol,1/6,13/6949,0.07692307692307693,89.08974358974359,9.344895026825514,0.011176273233783451,0.04920271062782302,0.02219671156142392,13123,1
R-MMU-200425,Carnitine metabolism,1/6,14/6949,0.07142857142857142,82.72619047619047,8.997751364318136,0.012031657080467162,0.04920271062782302,0.02219671156142392,21835,1
R-MMU-1369062,ABC transporters in lipid homeostasis,1/6,15/6949,0.06666666666666667,77.21111111111111,8.685682536001524,0.012886424212048886,0.04920271062782302,0.02219671156142392,11806,1
R-MMU-2168880,Scavenging of heme from plasma,1/6,15/6949,0.06666666666666667,77.21111111111111,8.685682536001524,0.012886424212048886,0.04920271062782302,0.02219671156142392,11806,1
R-MMU-8963898,Plasma lipoprotein assembly,1/6,18/6949,0.05555555555555555,64.3425925925926,7.909810619181887,0.015447028873040058,0.04990578558982173,0.0225138882360098,11806,1
R-MMU-8964038,LDL clearance,1/6,18/6949,0.05555555555555555,64.3425925925926,7.909810619181887,0.015447028873040058,0.04990578558982173,0.0225138882360098,13909,1
