ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-211945,Phase I - Functionalization of compounds,2/2,87/6949,0.022988505747126436,79.8735632183908,12.560646228069949,1.5496570001374428e-4,3.0993140002748856e-4,NA,55990/14262,2
R-MMU-211859,Biological oxidations,2/2,174/6949,0.011494252873563218,39.9367816091954,8.825235004595427,6.234666535436691e-4,6.234666535436691e-4,NA,55990/14262,2
